Test,Unit,n_obs,n_missing,mean,median,std,p10,p25,p75,p90,min,max,first_sample,last_sample,n_years,n_sites,lat_min,lat_max,lon_min,lon_max,frac_neg,frac_zero,frac_high
Molybdenum,mg/l,332,0,0.005096777108433728,0.003,0.006408446430617702,0.001534,0.003,0.004755,0.009389000000000002,0.001,0.0505,2000-01-07 10:45:00,2013-10-11 12:49:00,12,31,51.023988624776855,54.58318681993097,-2.775568030975147,1.1650600695103228,0.0,0.0,0.012048192771084338
"Cobalt, Dissolved",mg/l,331,0,0.0014119335347432004,0.001,0.0010797139948710937,0.001,0.001,0.001315,0.0023,0.001,0.01,2000-01-21 10:33:00,2009-03-16 09:25:00,10,9,53.39219157478685,54.6132344990944,-3.1643326385362145,0.04191736546978966,0.0,0.0,0.012084592145015106
Flumethrin,mg/l,330,0,5.574848484848485e-05,4e-05,7.816038619621652e-05,1.5e-05,2e-05,8e-05,8e-05,1e-06,0.0008,2000-01-13 14:31:00,2014-02-24 11:30:00,12,28,50.515728209386374,54.97725957729312,-3.657405622795426,0.5060212042124568,0.0,0.0,0.00909090909090909
4-Nonylphenol Branched,mg/l,327,0,0.0008879755351681899,0.0006,0.0014740810715610615,0.0001548,0.00027,0.0006975,0.0019279999999999007,5e-05,0.0157,2005-01-24 11:50:00,2019-12-06 10:40:00,12,29,50.91479044059861,55.70162646479321,-3.3713674570652787,1.1055377370828707,0.0,0.0,0.012232415902140673
"Sulphate, Dissolved as SO4",mg/l,317,0,153.01041009463722,166.0,73.81886391545186,54.6,112.0,185.0,200.0,10.0,733.0,2000-01-20 09:00:00,2025-08-19 14:05:00,13,26,50.21740141303312,54.74170913526441,-5.179031010412471,1.4950253209943625,0.0,0.0,0.012618296529968454
Phage : F+ Coliphage,no/100ml,312,0,20135.772435897437,431.0,73364.39949316745,20.0,20.0,5280.0,43124.00000000008,0.0,880000.0,2002-12-12 08:30:00,2025-09-30 12:26:00,10,61,50.9776020655385,54.86896156646967,-3.5259549943196347,1.2166334475416651,0.0,0.009615384615384616,0.01282051282051282
Chloronitrotoluene : Total Isomers,mg/l,302,0,0.0124908940397351,0.005,0.010412069322191934,0.005,0.005,0.025,0.025,0.0031,0.076,2002-03-13 10:45:00,2014-08-22 10:40:00,8,5,51.51523004416228,54.89911946272158,-1.3614262126789851,0.7123807159998174,0.0,0.0,0.0033112582781456954
Pirimicarb,mg/l,294,0,4.4230714285712245e-05,4e-05,5.6346074174816245e-05,1e-05,1e-05,4e-05,9.1e-05,4e-06,0.0003957999999999,2000-01-04 10:51:00,2014-02-24 11:30:00,12,28,50.515728209386374,53.91031486812822,-4.240149177360908,0.5060212042124568,0.0,0.0,0.01020408163265306
Tetrabutyl Tin as Cation,mg/l,288,0,2.411197916666667e-05,4e-05,2.1112554777666833e-05,3e-06,3e-06,4e-05,4e-05,1e-06,0.00016,2001-01-26 12:30:00,2014-08-19 11:35:00,11,29,50.15131692651347,53.81311089179054,-5.0478486193650856,0.7123807159998174,0.0,0.0,0.010416666666666666
Hydrocarbon Oils,mg/l,280,0,0.447025,0.1,2.7336631094172037,0.01,0.01,0.2,0.3,0.01,40.5,2000-01-12 12:50:00,2025-07-03 13:50:00,24,28,50.71401472043827,53.71454578011451,-2.9895213647726524,0.6044289441085071,0.0,0.0,0.010714285714285714
"2,6-Dimethylphenol :- {2,6-Xylenol}",mg/l,274,0,0.00010500328467153249,2.9e-05,0.00029260397423836544,2e-05,2e-05,0.0001,0.0002,2e-05,0.00292,2002-05-08 11:34:00,2017-09-13 11:00:00,12,23,50.515728209386374,54.84874501966108,-3.657405622795426,1.3428963545646073,0.0,0.0,0.010948905109489052
Demeton-S-methyl sulphone,mg/l,272,0,1e-05,1e-05,0.0,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,2005-03-11 12:05:00,2013-10-01 09:30:00,8,6,51.51523004416228,54.97725957729312,-2.9938214220497463,0.7123807159998174,0.0,0.0,0.0
Beryllium,mg/l,271,0,0.001,0.001,0.0,0.001,0.001,0.001,0.001,0.001,0.001,2000-01-07 10:45:00,2013-10-11 12:49:00,12,30,51.023988624776855,54.58318681993097,-2.775568030975147,1.1650600695103228,0.0,0.0,0.0
Deltamethrin,mg/l,270,0,1.3406074074074076e-05,1e-05,1.1961159173245993e-05,5e-06,1e-05,1e-05,3e-05,1e-06,0.0001,2005-03-30 09:49:00,2014-02-24 11:30:00,7,25,50.515728209386374,53.845941468256406,-3.657405622795426,0.5060212042124568,0.0,0.0,0.007407407407407408
Perfluoroheptanoic acid,mg/l,269,0,7.973977695167287e-05,0.0001,9.11152252376041e-05,5e-05,5e-05,0.0001,0.0001,5e-06,0.0015,2005-12-14 12:35:00,2009-03-27 11:40:00,5,41,50.479527090135335,53.867332746942346,-3.764528321352169,1.3714352864107948,0.0,0.0,0.011152416356877323
Perfluorononanoic acid,mg/l,269,0,7.446096654275093e-05,0.0001,2.7173903755827315e-05,5e-05,5e-05,0.0001,0.0001,5e-06,0.00014,2005-12-14 12:35:00,2009-03-27 11:40:00,5,41,50.479527090135335,53.867332746942346,-3.764528321352169,1.3714352864107948,0.0,0.0,0.007434944237918215
Perfluorodecanoic acid,mg/l,269,0,7.453531598513011e-05,0.0001,2.738046711564061e-05,5e-05,5e-05,0.0001,0.0001,5e-06,0.00016,2005-12-14 12:35:00,2009-03-27 11:40:00,5,41,50.479527090135335,53.867332746942346,-3.764528321352169,1.3714352864107948,0.0,0.0,0.007434944237918215
Perfluoroundecanoic acid,mg/l,269,0,8.213754646840112e-05,0.0001,6.493670600280712e-05,5e-05,5e-05,0.0001,0.0001,1e-05,0.0006,2005-12-14 12:35:00,2009-03-27 11:40:00,5,41,50.479527090135335,53.867332746942346,-3.764528321352169,1.3714352864107948,0.0,0.0,0.007434944237918215
Perfluorododecanoic acid,mg/l,269,0,8.727881040892082e-05,0.0001,9.0977898111839e-05,5e-05,5e-05,0.0001,0.0001,5e-05,0.0009,2005-12-14 12:35:00,2009-03-27 11:40:00,5,41,50.479527090135335,53.867332746942346,-3.764528321352169,1.3714352864107948,0.0,0.0,0.011152416356877323
Perfluorooctylsulphonate anion,mg/l,269,0,0.00021938289962825056,0.0001,0.0020632960603586587,5e-05,5e-05,0.0001,0.00011199999999998017,5e-06,0.0339,2005-12-14 12:35:00,2009-03-27 11:40:00,5,41,50.479527090135335,53.867332746942346,-3.764528321352169,1.3714352864107948,0.0,0.0,0.011152416356877323
Perfluorooctanoic acid,mg/l,268,0,0.0001247686567164168,0.0001,0.00019379661968268598,5e-05,5e-05,0.0001,0.00024299999999993012,1e-05,0.002,2005-12-14 12:35:00,2009-03-27 11:40:00,5,40,50.479527090135335,53.867332746942346,-3.764528321352169,1.3714352864107948,0.0,0.0,0.011194029850746268
Perfluorohexanoic acid,mg/l,267,0,8.968913857677866e-05,0.0001,0.00018630746273582075,5e-05,5e-05,0.0001,0.0001,5e-06,0.003,2005-12-14 12:35:00,2009-03-27 11:40:00,5,41,50.479527090135335,53.867332746942346,-3.764528321352169,1.3714352864107948,0.0,0.0,0.011235955056179775
Perfluoropentanoic acid,mg/l,267,0,8.343445692883858e-05,0.0001,0.0001219021486514922,5e-05,5e-05,0.0001,0.0001,1e-05,0.002,2005-12-14 12:35:00,2009-03-27 11:40:00,5,41,50.479527090135335,53.867332746942346,-3.764528321352169,1.3714352864107948,0.0,0.0,0.011235955056179775
Barium,mg/l,266,0,0.25623316165413534,0.0174,0.941153248859985,0.01,0.010325,0.04785,0.09275,2.1e-05,7.45,2000-01-17 11:45:00,2025-08-19 14:05:00,16,40,50.21740141303312,54.74170913526441,-5.179031010412471,1.336201758065104,0.0,0.0,0.011278195488721804
Perfluorotetradecanoic acid,mg/l,266,0,8.636466165413497e-05,0.0001,8.423806399564291e-05,5e-05,5e-05,0.0001,0.0001,5e-05,0.0007,2005-12-14 12:35:00,2009-03-27 11:40:00,5,40,50.479527090135335,53.867332746942346,-3.764528321352169,1.3714352864107948,0.0,0.0,0.011278195488721804
"Flow, instantaneous",m3/h,264,0,5314.482840909091,5142.0,6966.084057086707,283.5,3640.75,6602.25,7938.0,1.2,110437.0,2000-01-04 09:05:00,2025-09-26 09:34:00,26,1936,50.020237527866065,55.59858395397074,-5.686126897809646,1.7215345757240053,0.0,0.0,0.011363636363636364
Fluoranthene,mg/l,261,0,0.00010116590038314177,2e-05,0.001237035269795231,1e-05,1e-05,3e-05,3e-05,1e-05,0.02,2000-01-13 15:41:00,2019-02-07 11:10:00,12,27,50.515728209386374,54.9925845642275,-3.657405622795426,1.1357957507980339,0.0,0.0,0.011494252873563218
PCB - 020,mg/l,256,0,2.1072265625e-05,2.5e-05,8.774721510789492e-06,5e-06,2.5e-05,2.5e-05,2.5e-05,1e-06,5e-05,2000-01-04 10:51:00,2017-10-19 11:15:00,12,26,50.515728209386374,53.91031486812822,-4.240149177360908,0.5060212042124568,0.0,0.0,0.01171875
PCB - 035,mg/l,256,0,2.116015625e-05,2.5e-05,8.70033436223608e-06,5e-06,2.5e-05,2.5e-05,2.5e-05,1e-06,5e-05,2000-01-04 10:51:00,2017-10-19 11:15:00,12,26,50.515728209386374,53.91031486812822,-4.240149177360908,0.5060212042124568,0.0,0.0,0.01171875
PCB - 008,mg/l,256,0,2.116015625e-05,2.5e-05,8.70033436223608e-06,5e-06,2.5e-05,2.5e-05,2.5e-05,1e-06,5e-05,2000-01-04 10:51:00,2017-10-19 11:15:00,12,26,50.515728209386374,53.91031486812822,-4.240149177360908,0.5060212042124568,0.0,0.0,0.01171875
"3,4-Dimethylphenol :- {3,4-Xylenol}",mg/l,255,0,0.0033576156862745094,4e-05,0.05216865899699389,2e-05,2e-05,0.0001,0.0002,2e-05,0.83315,2002-05-08 11:34:00,2017-09-13 11:00:00,12,23,50.515728209386374,54.84874501966108,-3.657405622795426,1.3428963545646073,0.0,0.0,0.00392156862745098
Demeton-S-methyl sulphoxide (Oxydemeton-methyl),mg/l,250,0,1e-05,1e-05,0.0,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,2008-01-31 10:45:00,2013-10-01 09:30:00,6,5,51.51523004416228,52.52511269224384,-1.748491061083128,0.7123807159998174,0.0,0.0,0.0
Chrysene,mg/l,249,0,0.00010069084337349398,2e-05,0.001266207636557729,1e-05,1e-05,3e-05,3e-05,2e-08,0.02,2000-01-13 15:41:00,2019-02-07 11:10:00,12,20,50.515728209386374,53.75552663269499,-3.657405622795426,1.1357957507980339,0.0,0.0,0.012048192771084338
1-Chloro-3-nitrobenzene :- {m-Chloronitrobenzene},mg/l,249,0,0.004019317269076305,0.0005,0.02218250899302303,0.0005,0.0005,0.000504,0.005,0.0001,0.2,2000-01-06 11:25:00,2006-02-16 11:00:00,7,3,53.676733385025805,53.736928350617035,-1.7356652048812182,-1.295498243428497,0.0,0.0,0.012048192771084338
Benzo(a)Anthracene,mg/l,249,0,0.00010085710843373495,2e-05,0.001266193849878061,1e-05,1e-05,3e-05,3e-05,2e-08,0.02,2000-01-13 15:41:00,2019-02-07 11:10:00,12,20,50.515728209386374,53.75552663269499,-3.657405622795426,1.1357957507980339,0.0,0.0,0.012048192771084338
Nitrobenzene,mg/l,248,0,0.0019157943548387094,0.0005,0.004749628574658758,0.0005,0.0005,0.001705,0.005,1e-05,0.05,2000-01-06 11:25:00,2006-02-16 11:00:00,7,3,53.676733385025805,53.736928350617035,-1.7356652048812182,-1.295498243428497,0.0,0.0,0.012096774193548387
1-Chloro-4-nitrobenzene :- {p-Chloronitrobenzene},mg/l,248,0,0.004839596774193548,0.0005,0.023358618552796532,0.0005,0.0005,0.0011250000000000001,0.005,0.0001,0.217,2000-01-06 11:25:00,2006-02-16 11:00:00,7,3,53.676733385025805,53.736928350617035,-1.7356652048812182,-1.295498243428497,0.0,0.0,0.012096774193548387
Acenaphthene,mg/l,247,0,0.0001226834817813761,2e-05,0.0012763574930803278,1e-05,1e-05,3e-05,5e-05,2e-08,0.02,2000-01-13 15:41:00,2014-02-24 11:30:00,11,18,50.515728209386374,53.75552663269499,-3.657405622795426,0.7449935996705789,0.0,0.0,0.012145748987854251
3-Chloroaniline :- {3-Chlorobenzamine},mg/l,246,0,0.002654593495934958,0.0005,0.005449295745304549,0.0005,0.0005,0.004,0.005,0.0002,0.05,2000-01-06 11:25:00,2006-02-16 11:00:00,7,3,53.676733385025805,53.736928350617035,-1.7356652048812182,-1.295498243428497,0.0,0.0,0.012195121951219513
Fluorene,mg/l,246,0,0.00011562894308943048,2e-05,0.0012774319292864539,1e-05,1e-05,3e-05,3e-05,2e-08,0.02,2000-01-13 15:41:00,2014-02-24 11:30:00,11,18,50.515728209386374,53.75552663269499,-3.657405622795426,0.7449935996705789,0.0,0.0,0.012195121951219513
Phenanthrene,mg/l,246,0,0.00010818178861788577,2e-05,0.0012749689703800198,1e-05,1e-05,3e-05,3e-05,2e-08,0.02,2000-01-13 15:41:00,2014-02-24 11:30:00,11,18,50.515728209386374,53.75552663269499,-3.657405622795426,0.7449935996705789,0.0,0.0,0.012195121951219513
Pyrene,mg/l,245,0,2.3502938775510206e-05,2e-05,2.694878478084437e-05,1e-05,1e-05,3e-05,3e-05,2e-08,0.00038,2000-01-13 15:41:00,2019-02-07 11:10:00,12,20,50.515728209386374,53.75552663269499,-3.657405622795426,1.1357957507980339,0.0,0.0,0.004081632653061225
UV : Failed lamps,no.,244,0,36.92622950819672,24.0,34.508344081385445,0.0,6.0,74.0,81.0,0.0,144.0,2001-01-17 11:20:00,2006-09-06 12:00:00,6,7,50.23522237701555,51.2084180454135,-4.109939511602696,-1.7673802488532018,0.0,0.12295081967213115,0.012295081967213115
2-Chloroaniline :- {2-Chlorobenzamine},mg/l,241,0,0.0060999585062240635,0.0034,0.010021123876505628,0.0005,0.00088,0.0067,0.012,0.0001,0.09,2000-01-06 11:25:00,2006-02-16 11:00:00,7,3,53.676733385025805,53.736928350617035,-1.7356652048812182,-1.295498243428497,0.0,0.0,0.008298755186721992
1-Chloro-2-nitrobenzene :- {o-Chloronitrobenzene},mg/l,240,0,0.0029523041666666655,0.0005,0.01387272462473721,0.0005,0.0005,0.001925,0.005,0.0002,0.2,2000-01-06 11:25:00,2006-01-04 09:00:00,7,3,53.676733385025805,53.736928350617035,-1.7356652048812182,-1.295498243428497,0.0,0.0,0.0125
"Dibenzo(a,h)Anthracene",mg/l,239,0,2.0012635983263602e-05,2e-05,1.0603266152767778e-05,1e-05,1e-05,3e-05,3e-05,2e-08,0.0001,2000-01-13 15:41:00,2019-02-07 11:10:00,12,17,50.515728209386374,53.75552663269499,-3.657405622795426,0.7449935996705789,0.0,0.0,0.0041841004184100415
o-Toluidine :- {2-Methylaniline},mg/l,239,0,0.005320397489539746,0.002,0.016366557261227405,0.0005,0.0005,0.005,0.006720000000000002,7.000000000000001e-05,0.226,2000-01-06 11:25:00,2006-02-16 11:00:00,7,3,53.676733385025805,53.736928350617035,-1.7356652048812182,-1.295498243428497,0.0,0.0,0.012552301255230125
Styrene :- {Vinylbenzene},mg/l,237,0,0.08565400843881857,0.01,0.27054254990299925,0.0001,0.001,0.01,0.01,0.0001,1.0,2000-10-25 15:20:00,2014-02-24 11:30:00,14,39,50.515728209386374,54.0234654576571,-3.657405622795426,0.5060212042124568,0.0,0.0,0.0
4-Chloroaniline :- {4-Chlorobenzamine},mg/l,233,0,0.004681703862660942,0.001,0.01555044321806629,0.0005,0.0005,0.005,0.007860000000000002,6e-05,0.198,2000-01-06 11:25:00,2006-02-16 11:00:00,7,3,53.676733385025805,53.736928350617035,-1.7356652048812182,-1.295498243428497,0.0,0.0,0.012875536480686695
"Fluoride, Dissolved",mg/l,233,0,0.5085021459227468,0.28,0.6914882321564791,0.1,0.16,0.49,1.2820000000000011,0.02,5.98,2000-05-05 13:10:00,2006-02-16 11:00:00,7,5,53.676733385025805,54.814271075034185,-1.7356652048812182,-0.39329347589864,0.0,0.0,0.012875536480686695
"2,6-Dinitrophenol",mg/l,232,0,0.35540301724137935,0.2,0.6123667162621287,0.2,0.2,0.2,0.4,0.2,3.5,2003-06-02 15:30:00,2006-04-18 15:40:00,4,2,54.60812743861022,54.608578307097304,-1.1303396554297047,-1.1288784467410102,0.0,0.0,0.0
Flow : Daily mean,ml/d,229,0,11742.725371222707,2.26773,176990.5892247937,0.01494,0.89869,44.0,130.80000000000007,0.0,2678400.0,2000-01-11 10:30:00,2016-09-02 08:04:00,15,41,52.04436681609613,54.86896156646967,-3.5447273547497615,-1.2702704716281188,0.0,0.004366812227074236,0.013100436681222707
Lambda-cyhalothrin,mg/l,228,0,1.1220175438596492e-05,1e-05,8.801743718156017e-06,2e-06,5e-06,1e-05,3e-05,1e-06,3e-05,2001-02-06 10:00:00,2014-02-24 11:30:00,11,19,50.479527090135335,53.845941468256406,-3.764528321352169,0.5060212042124568,0.0,0.0,0.0
Chlorotoluron,mg/l,225,0,5.0192888888888e-05,4e-05,0.00010242202584296739,1e-05,4e-05,4e-05,5e-05,1e-05,0.00116,2000-01-04 10:51:00,2014-02-21 11:00:00,9,22,50.515728209386374,54.97725957729312,-3.657405622795426,0.5060212042124568,0.0,0.0,0.013333333333333334
Bendiocarb,mg/l,220,0,9.759545454545363e-05,0.0001,0.00013090550454735237,1e-05,2e-05,0.0001,0.0002,5e-06,0.0017,2000-01-04 10:51:00,2014-02-24 11:30:00,12,27,50.515728209386374,53.91031486812822,-4.240149177360908,0.5060212042124568,0.0,0.0,0.013636363636363636
"Magnesium, Dissolved",mg/l,217,0,17.873824884792626,10.7,31.879714881891182,2.762,4.55,17.2,24.400000000000002,1.2,235.0,2000-04-06 09:50:00,2025-08-19 14:05:00,18,53,50.21740141303312,54.74170913526441,-5.179031010412471,0.7422080703518983,0.0,0.0,0.013824884792626729
"Colour, Filtered",hazen,216,0,31.76990740740741,31.85,27.214463869646895,8.75,22.475,36.349999999999994,39.5,5.0,330.0,2000-02-23 14:35:00,2016-07-25 11:30:00,12,37,50.26693934284314,55.09340529039847,-4.697739111653088,1.1357957507980339,0.0,0.0,0.013888888888888888
"Calcium, Dissolved",mg/l,216,0,75.56407407407407,67.4,40.43100208220459,31.55,47.150000000000006,104.0,129.0,2.54,327.0,2000-04-06 09:50:00,2025-08-19 14:05:00,18,52,50.21740141303312,54.74170913526441,-5.179031010412471,0.7422080703518983,0.0,0.0,0.009259259259259259
"Detergents, Cationic - unspecified",mg/l,214,0,0.12458457943925234,0.1,0.11841655763698022,0.05,0.05,0.13,0.21,0.0,0.942,2000-01-20 09:40:00,2006-06-05 10:00:00,7,13,51.05724279598833,54.60380955784337,-2.9144419780784014,-0.5338135783825531,0.0,0.004672897196261682,0.014018691588785047
Benzo(e)Pyrene,mg/l,212,0,1.9967075471698116e-05,2e-05,1.066819043423937e-05,1e-05,1e-05,3e-05,3e-05,2e-08,0.0001,2000-01-13 15:41:00,2019-02-07 11:10:00,11,17,50.515728209386374,53.75552663269499,-3.657405622795426,0.5060212042124568,0.0,0.0,0.0047169811320754715
"1,1,1,2-Tetrachloroethane",mg/l,205,0,0.00010136585365853659,0.0001,2.7761021568160832e-05,0.0001,0.0001,0.0001,0.0001,2e-05,0.0002,2000-04-27 08:29:00,2014-02-24 11:30:00,10,26,50.515728209386374,54.0234654576571,-3.657405622795426,0.5060212042124568,0.0,0.0,0.0
"Titanium, Filtered",mg/l,202,0,0.0037510396039603837,0.00201999999999995,0.004246961033294769,0.001,0.0012125,0.004642499999999975,0.008066,0.001,0.0261999999999999,2001-01-18 14:45:00,2006-02-08 11:43:00,6,5,54.31467412929392,54.6132344990944,-3.1643326385362145,-2.9515273704385008,0.0,0.0,0.01485148514851485
"Solids, Suspended, non-volatile at 500 C",mg/l,202,0,19.024257425742576,20.0,4.945563939498803,20.0,20.0,20.0,20.0,0.72,56.0,2000-06-07 10:00:00,2007-05-23 11:00:00,8,4,51.41157009306536,52.975939845511654,-1.4926095831768544,-0.04824810754279354,0.0,0.0,0.009900990099009901
"Salinity, by Conductivity",ppt,199,0,1.7236180904522613,1.0,3.471266612320711,1.0,1.0,1.0,1.5200000000000018,1.0,34.3,2001-02-21 15:15:00,2004-08-27 12:25:00,4,24,50.23522237701555,51.282274219609945,-4.645957791064808,-1.7673802488532018,0.0,0.0,0.010050251256281407
"Boron, Dissolved",mg/l,193,0,0.32178290155440414,0.273,0.5477203623959984,0.1,0.117,0.376,0.5420000000000001,0.0991,7.51,2000-01-06 15:00:00,2025-08-19 14:05:00,14,26,50.21740141303312,54.74170913526441,-5.179031010412471,0.1882507442380236,0.0,0.0,0.010362694300518135
Diquat,mg/l,192,0,0.018878177083333333,0.0025,0.10393480926787536,0.001,0.001,0.01,0.01,1.25e-05,1.0,2000-01-13 14:00:00,2007-03-28 14:30:00,8,3,51.249109040044075,53.68244941321442,-1.7356652048812182,0.43088864955550343,0.0,0.0,0.010416666666666666
Monuron,mg/l,192,0,3.766666666666667e-05,4e-05,1.9856377859778386e-05,1e-05,4e-05,4e-05,4e-05,1e-05,0.00016,2000-01-04 10:51:00,2014-02-21 11:00:00,9,18,50.515728209386374,54.97725957729312,-3.657405622795426,0.5060212042124568,0.0,0.0,0.010416666666666666
Neburon,mg/l,191,0,3.892146596858639e-05,4e-05,2.1585060865711435e-05,1e-05,4e-05,4e-05,4e-05,1e-05,0.00016,2000-01-04 10:51:00,2014-02-21 11:00:00,9,18,50.515728209386374,54.97725957729312,-3.657405622795426,0.5060212042124568,0.0,0.0,0.010471204188481676
Salmonella : Presumptive,no/100ml,191,0,3.020942408376963,0.0,5.844437855263255,0.0,0.0,2.0,15.0,0.0,18.0,2002-12-10 08:05:00,2006-11-07 09:00:00,5,26,53.403597607520474,54.86896156646967,-3.5259549943196347,-2.784093623542873,0.0,0.5863874345549738,0.0
"Carbon, Organic, Total as C :- {TOC}",mg/l,190,0,15.537526315789474,10.7,15.357180857872978,6.537,7.984999999999999,16.849999999999998,25.14,2.58,103.0,2000-01-06 11:25:00,2005-08-26 10:42:00,6,20,50.60737657252221,55.09340529039847,-3.0099030899414094,0.6044289441085071,0.0,0.0,0.010526315789473684
Diflurobenzuron,mg/l,189,0,4.0349206349206354e-05,4e-05,2.2876048096085724e-05,1e-05,4e-05,4e-05,8e-05,1e-05,0.00016,2000-01-12 09:08:00,2014-02-21 11:00:00,9,17,50.515728209386374,54.97725957729312,-3.657405622795426,0.5060212042124568,0.0,0.0,0.010582010582010581
Fenuron,mg/l,188,0,7.57872340425532e-05,6e-05,0.00012776719908631494,1e-05,4e-05,6e-05,8e-05,1e-05,0.00132,2000-01-04 10:51:00,2014-02-21 11:00:00,9,18,50.515728209386374,54.97725957729312,-3.657405622795426,0.5060212042124568,0.0,0.0,0.010638297872340425
"2,4-D Ethyl Ester",mg/l,188,0,0.0002648936170212766,0.0001,0.00031865608397155677,0.0001,0.0001,0.0001,0.001,0.0001,0.001,2002-03-13 10:45:00,2014-08-22 10:40:00,8,6,51.51523004416228,54.89911946272158,-2.7935865486517373,0.18233144326496661,0.0,0.0,0.0
"2,4-D Iso Propyl Ester",mg/l,185,0,0.0001410810810810811,0.0001,0.00012175759470517694,0.0001,0.0001,0.0001,0.00033999999999999775,0.0001,0.0005,2002-03-13 10:45:00,2014-08-22 10:40:00,8,6,51.51523004416228,54.89911946272158,-2.7935865486517373,0.18233144326496661,0.0,0.0,0.0
Metals : Total ( Cd Cr Cu Ni Zn ) : Group 53,mg/l,182,0,0.08400274725274724,0.0766,0.06672548233179665,0.05428,0.064575,0.09062499999999997,0.10851000000000001,0.0203,0.9361,2009-06-01 12:56:00,2024-09-09 09:33:00,16,1,51.541540569807644,51.541540569807644,-1.1327982939156027,-1.1327982939156027,0.0,0.0,0.01098901098901099
Carbaryl,mg/l,181,0,0.00011290883977900387,0.0001,0.0001360073716518568,1e-05,7.099999999999999e-05,0.0001,0.0002,1e-05,0.0017,2000-01-04 10:51:00,2014-02-21 11:00:00,9,9,50.515728209386374,53.28690542598072,-3.657405622795426,0.5060212042124568,0.0,0.0,0.011049723756906077
Fluoride,mg/l,181,0,0.315878453038674,0.205,0.28396278439619166,0.107,0.15,0.3,0.9,0.05,1.66,2000-01-06 15:00:00,2025-07-02 10:15:00,20,35,50.95039144045738,55.1690268435549,-5.283105894880979,1.1357957507980339,0.0,0.0,0.011049723756906077
Aldicarb,mg/l,180,0,0.00017292499999999888,0.0001,0.00028761397951957053,5e-06,7.000000000000001e-05,0.0001,0.00040999999999999945,5e-06,0.0033,2000-01-04 10:51:00,2014-02-21 11:00:00,9,9,50.515728209386374,53.28690542598072,-3.657405622795426,0.5060212042124568,0.0,0.0,0.011111111111111112
Trietazine,mg/l,180,0,9.794444444444445e-06,1e-05,8.077624258166152e-06,3e-06,1e-05,1e-05,1e-05,2e-06,0.0001,2000-01-24 15:30:00,2014-02-24 11:30:00,13,25,50.515728209386374,53.91031486812822,-4.240149177360908,0.5060212042124568,0.0,0.0,0.011111111111111112
Heptachlor,mg/l,173,0,1.440462427745665e-05,1e-05,9.555735006528208e-06,5e-06,5e-06,2.5e-05,2.5e-05,1e-06,5e-05,2000-01-06 15:00:00,2017-10-19 11:15:00,13,32,50.515728209386374,54.02245377334156,-4.240149177360908,1.1357957507980339,0.0,0.0,0.005780346820809248
Atrazine-desethyl :- {Atrazine-de-ethyl},mg/l,162,0,0.00016917962962962964,0.0002,0.00016293660739586928,4e-05,0.0001,0.0002,0.0002,2e-05,0.002,2001-02-06 10:00:00,2014-02-24 11:30:00,11,26,50.515728209386374,53.91031486812822,-4.240149177360908,0.5060212042124568,0.0,0.0,0.006172839506172839
"1,3-Dichloropropane",mg/l,162,0,0.00026901234567901233,0.0001,0.00034454797081750994,0.0001,0.0001,0.0001,0.001,8e-05,0.001,2003-05-29 16:00:00,2014-02-24 11:30:00,10,25,50.515728209386374,53.838518583230105,-4.155816357713987,0.5060212042124568,0.0,0.0,0.0
Sulphide as S,mg/l,160,0,0.22269875,0.018,0.7615042663513998,0.013900000000000001,0.015,0.04,0.35429999999999995,0.01,6.0,2000-03-29 10:02:00,2013-10-11 12:49:00,11,26,51.023988624776855,54.86596886414231,-3.284883774779051,1.366357561239748,0.0,0.0,0.0125
Water Depth,m,159,0,3.746540880503145,1.0,24.85365464778101,0.0,1.0,1.0,2.0,0.0,312.0,2000-10-17 09:50:00,2007-10-19 07:30:00,6,104,53.19383726524539,55.76539182754644,-2.579299101404505,-0.043935865537391636,0.0,0.14465408805031446,0.012578616352201259
Prochloraz,mg/l,159,0,3.941257861635221e-05,5e-05,4.266219199229143e-05,1e-05,1e-05,5e-05,5e-05,7e-06,0.0005,2002-08-14 11:15:00,2014-02-24 11:30:00,11,28,50.515728209386374,53.91031486812822,-4.240149177360908,0.5060212042124568,0.0,0.0,0.012578616352201259
"Salinity, by Bench Salinometer",unitless,157,0,2.388388535031847,2.0,3.3877087969518045,2.0,2.0,2.0,2.0,1.0,32.793,2000-04-06 13:32:00,2006-12-06 11:00:00,7,30,51.11980675124401,54.84347721442442,-3.2435970207697142,0.20645593331529152,0.0,0.0,0.012738853503184714
"2,6-Dichlorophenol",mg/l,152,0,0.00016212302631578816,4e-05,0.0003946167699954464,2e-05,2e-05,0.0001,0.0002,2e-05,0.00221,2002-05-08 11:34:00,2017-09-13 11:00:00,12,20,50.515728209386374,54.84874501966108,-3.657405622795426,0.7449935996705789,0.0,0.0,0.013157894736842105
"2,4-D Esters : Total",mg/l,151,0,0.0006013245033112583,0.0004,0.0005324142190646785,0.0004,0.0004,0.0004,0.002,0.0004,0.002,2010-05-04 13:15:00,2014-08-22 10:40:00,5,3,51.51523004416228,51.62357114619071,-0.03957175055982452,0.18233144326496661,0.0,0.0,0.0
